ID,질문 번호,질문 유형,질문 내용,응답 내용,질문 키워드,카테고리,감성,질문 카테고리
R331,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"휴대성, 맛, 트렌디한 디자인, 후기, 효능에 대한 정보",녹용 구매요인,필요 효능,긍정,건기식 호감 요인
R332,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"내 몸에 필요한지에 따라, 가격과 후기",녹용 구매요인,필요 효능,중립,건기식 호감 요인
R332,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"내 몸에 필요한지에 따라, 가격과 후기",녹용 구매요인,합리적 가격,긍정,건기식 호감 요인
R332,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"내 몸에 필요한지에 따라, 가격과 후기",녹용 구매요인,실제 후기,긍정,건기식 호감 요인
R333,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"가격, 할인 여부, 요즘 뜨는 제품인지",녹용 구매요인,합리적 가격,긍정,건기식 호감 요인
R333,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"가격, 할인 여부, 요즘 뜨는 제품인지",녹용 구매요인,트렌디함,긍정,건기식 호감 요인
R334,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,내가 필요한 성분인가,녹용 구매요인,필요 효능,중립,건기식 호감 요인
R335,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"유해물질 발생 여부, 제조 공정, 동물 복지 고려",녹용 구매요인,브랜드 신뢰도,긍정,건기식 호감 요인
R336,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,성분,녹용 구매요인,유효 성분,긍정,건기식 호감 요인
R337,Q23,오프라인 조사,녹용하면 떠오르는 이미지는?,"한약, 쓰다",녹용 이미지,한방,부정,녹용 이미지
R338,Q23,오프라인 조사,녹용하면 떠오르는 이미지는?,"할머니, 할아버지가 많이 드신다",녹용 이미지,어르신,중립,녹용 이미지
R339,Q23,오프라인 조사,녹용하면 떠오르는 이미지는?,한약,녹용 이미지,한방,중립,녹용 이미지
R340,Q23,오프라인 조사,녹용하면 떠오르는 이미지는?,영양제,녹용 이미지,기타,중립,녹용 이미지
R341,Q23,오프라인 조사,녹용하면 떠오르는 이미지는?,사슴뿔,녹용 이미지,뿔,중립,녹용 이미지
R342,Q23,오프라인 조사,녹용하면 떠오르는 이미지는?,한약,녹용 이미지,한방,중립,녹용 이미지
R343,Q23,오프라인 조사,녹용하면 떠오르는 이미지는?,"사슴뿔, 한약재",녹용 이미지,뿔,중립,녹용 이미지
R343,Q23,오프라인 조사,녹용하면 떠오르는 이미지는?,"사슴뿔, 한약재",녹용 이미지,한방,중립,녹용 이미지
R344,Q23,오프라인 조사,녹용하면 떠오르는 이미지는?,어르신용,녹용 이미지,어르신,중립,녹용 이미지
R345,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,요리 콘텐츠. 브이로그와 튜토리얼 둘 다. 그냥 힐링용으로 ,인스타 릴스 선호 스타일,요리,긍정,sns콘텐츠 호감 유형
R346,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,아이돌 나오는 콘텐츠,인스타 릴스 선호 스타일,연예인,긍정,sns콘텐츠 호감 유형
R347,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,여행 콘텐츠. 나중에 참고할 수 있는 정보성 콘텐츠,인스타 릴스 선호 스타일,정보성,긍정,sns콘텐츠 호감 유형
R348,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,웃긴 콘텐츠,인스타 릴스 선호 스타일,재미,긍정,sns콘텐츠 호감 유형
R349,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,"핫플, 맛집 추천해주는 정보성 콘텐츠",인스타 릴스 선호 스타일,정보성,긍정,sns콘텐츠 호감 유형
R350,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,"옷, 패션 위주. ",인스타 릴스 선호 스타일,정보성,긍정,sns콘텐츠 호감 유형
R351,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,동물 관련 콘텐츠. 귀여워서,인스타 릴스 선호 스타일,동물,긍정,sns콘텐츠 호감 유형
R352,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,요리 콘텐츠. 맛있어보이고 재밌어야 함,인스타 릴스 선호 스타일,요리,긍정,sns콘텐츠 호감 유형
R353,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,캐릭터 콘텐츠,인스타 릴스 선호 스타일,캐릭터,긍정,sns콘텐츠 호감 유형
R354,Q24,오프라인 조사,인스타 릴스 선호 스타일은?,"카페 핫플, 맛집 추천해주는 정보성 콘텐츠",인스타 릴스 선호 스타일,정보성,긍정,sns콘텐츠 호감 유형
R355,Q26,오프라인 조사,ASMR/정보성/QnA 콘텐츠 중 가장 끌리는 콘텐츠는?,정보성 콘텐츠. 뭐를 녹용으로 만들었는지 궁금해짐,콘텐츠 썸네일 선호도,정보성,긍정,썸네일 선호 유형
R356,Q26,오프라인 조사,ASMR/정보성/QnA 콘텐츠 중 가장 끌리는 콘텐츠는?,ASMR콘텐츠. 평소에 좋아함,콘텐츠 썸네일 선호도,ASMR,긍정,썸네일 선호 유형
R357,Q26,오프라인 조사,ASMR/정보성/QnA 콘텐츠 중 가장 끌리는 콘텐츠는?,ASMR. 특이함,콘텐츠 썸네일 선호도,ASMR,긍정,썸네일 선호 유형
R358,Q26,오프라인 조사,ASMR/정보성/QnA 콘텐츠 중 가장 끌리는 콘텐츠는?,ASMR. 신기함,콘텐츠 썸네일 선호도,ASMR,긍정,썸네일 선호 유형
R359,Q26,오프라인 조사,ASMR/정보성/QnA 콘텐츠 중 가장 끌리는 콘텐츠는?,QnA. 전문가 느낌. 효능이 궁금,콘텐츠 썸네일 선호도,QnA,긍정,썸네일 선호 유형
R360,Q26,오프라인 조사,ASMR/정보성/QnA 콘텐츠 중 가장 끌리는 콘텐츠는?,정보성 콘텐츠. 현란한 그래픽과 정보성 콘텐츠를 선호함,콘텐츠 썸네일 선호도,정보성,긍정,썸네일 선호 유형
R361,Q26,오프라인 조사,ASMR/정보성/QnA 콘텐츠 중 가장 끌리는 콘텐츠는?,정보성 콘텐츠. 썸네일을 보면 녹용으로 뭘 만들었을지 궁금해짐,콘텐츠 썸네일 선호도,정보성,긍정,썸네일 선호 유형
R362,Q26,오프라인 조사,ASMR/정보성/QnA 콘텐츠 중 가장 끌리는 콘텐츠는?,정보성 콘텐츠. 화려하고 웃긴 느낌 선호함,콘텐츠 썸네일 선호도,정보성,긍정,썸네일 선호 유형
R363,Q26,오프라인 조사,ASMR/정보성/QnA 콘텐츠 중 가장 끌리는 콘텐츠는?,"정보성 콘텐츠, 화려한 색감, 의문사의 문구로 호기심 자극",콘텐츠 썸네일 선호도,정보성,긍정,썸네일 선호 유형
R364,Q27,오프라인 조사,녹용 제품이 콘텐츠에 노출되었을 때 드는 생각은?,녹용이 들어간 건지 잘 모르겠음,녹용 제품 콘텐츠 첫인상,녹용 인지 불가,부정,녹용 콘텐츠 첫인상
R365,Q27,오프라인 조사,녹용 제품이 콘텐츠에 노출되었을 때 드는 생각은?,눈에 띄지 않음. 사슴 캐릭터를 넣으면 이미지가 잘 연상될 것 같음,녹용 제품 콘텐츠 첫인상,녹용 인지 불가,부정,녹용 콘텐츠 첫인상
R366,Q27,오프라인 조사,녹용 제품이 콘텐츠에 노출되었을 때 드는 생각은?,관심 없음. 녹용이라는 게 오히려 거부감이 생길 수도,녹용 제품 콘텐츠 첫인상,관심 없음,부정,녹용 콘텐츠 첫인상
R367,Q27,오프라인 조사,녹용 제품이 콘텐츠에 노출되었을 때 드는 생각은?,그냥 넘길 것 같음. 녹용에 관심 없음,녹용 제품 콘텐츠 첫인상,관심 없음,부정,녹용 콘텐츠 첫인상
R368,Q27,오프라인 조사,녹용 제품이 콘텐츠에 노출되었을 때 드는 생각은?,신기함,녹용 제품 콘텐츠 첫인상,호기심,긍정,녹용 콘텐츠 첫인상
R369,Q27,오프라인 조사,녹용 제품이 콘텐츠에 노출되었을 때 드는 생각은?,"기존의 이미지로 맛없고, 한약 같을 것 같음",녹용 제품 콘텐츠 첫인상,맛 없음,부정,녹용 콘텐츠 첫인상
R370,Q27,오프라인 조사,녹용 제품이 콘텐츠에 노출되었을 때 드는 생각은?,맛에 대해 궁금함,녹용 제품 콘텐츠 첫인상,호기심,긍정,녹용 콘텐츠 첫인상
R371,Q27,오프라인 조사,녹용 제품이 콘텐츠에 노출되었을 때 드는 생각은?,관심없이 넘길 것 같음,녹용 제품 콘텐츠 첫인상,관심 없음,부정,녹용 콘텐츠 첫인상
R372,Q27,오프라인 조사,녹용 제품이 콘텐츠에 노출되었을 때 드는 생각은?,맛이 궁금함,녹용 제품 콘텐츠 첫인상,호기심,긍정,녹용 콘텐츠 첫인상
R373,Q28,오프라인 조사,평소에 건강기능식품 드시는 거 있으세요?,"비타민, 단백질 쉐이크. 식품으로 보충하기 어려운 성분은 보완하기 위해 섭취",건강기능식품 섭취 여부,필요 효능,긍정,건기식 호감 요인
R374,Q28,오프라인 조사,평소에 건강기능식품 드시는 거 있으세요?,"오메가3, 비타민, 유산균. 제품별 효과를 보기 위해",건강기능식품 섭취 여부,검증된 효과,긍정,건기식 호감 요인
R375,Q28,오프라인 조사,평소에 건강기능식품 드시는 거 있으세요?,"오메가3, 비타민, 유산균. 엄마가 먹으라 해서",건강기능식품 섭취 여부,기타,중립,건기식 호감 요인
R376,Q28,오프라인 조사,평소에 건강기능식품 드시는 거 있으세요?,알약 형태 영양제. 섭취가 간편함,건강기능식품 섭취 여부,간편한 제형,긍정,건기식 호감 요인
R377,Q28,오프라인 조사,평소에 건강기능식품 드시는 거 있으세요?,"소화 효소, 비타민. 질병 문제 해결과 맛이 괜찮아",건강기능식품 섭취 여부,필요 효능,긍정,건기식 호감 요인
